
---------- Begin Simulation Statistics ----------
simSeconds                                   0.026660                       # Number of seconds simulated (Second)
simTicks                                  26659852500                       # Number of ticks simulated (Tick)
finalTick                                 26659852500                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    368.35                       # Real time elapsed on the host (Second)
hostTickRate                                 72376778                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     697388                       # Number of bytes of host memory used (Byte)
simInsts                                    100000001                       # Number of instructions simulated (Count)
simOps                                      110421005                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   271482                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     299773                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                         53319706                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.533197                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               1.875479                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       139342931                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                    22191                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      121332226                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                  39151                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined             28944057                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined          97089004                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                 104                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples            53243584                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               2.278814                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.911137                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                  10598462     19.91%     19.91% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                  11355473     21.33%     41.23% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                  10691581     20.08%     61.31% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                   7247887     13.61%     74.93% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                   5968057     11.21%     86.14% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                   3253242      6.11%     92.25% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                   2667513      5.01%     97.26% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                    984538      1.85%     99.10% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                    476831      0.90%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total              53243584                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                  724975     56.28%     56.28% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                      1      0.00%     56.28% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                       0      0.00%     56.28% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                     0      0.00%     56.28% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                     0      0.00%     56.28% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                     0      0.00%     56.28% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMult                    0      0.00%     56.28% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMultAcc                 0      0.00%     56.28% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatDiv                     0      0.00%     56.28% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMisc                    0      0.00%     56.28% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatSqrt                    0      0.00%     56.28% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdAdd                      0      0.00%     56.28% # attempts to use FU when none available (Count)
