
---------- Begin Simulation Statistics ----------
simSeconds                                   0.026798                       # Number of seconds simulated (Second)
simTicks                                  26797716500                       # Number of ticks simulated (Tick)
finalTick                                 26797716500                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    395.03                       # Real time elapsed on the host (Second)
hostTickRate                                 67837590                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     681900                       # Number of bytes of host memory used (Byte)
simInsts                                    100000001                       # Number of instructions simulated (Count)
simOps                                      110421005                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   253147                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     279527                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                         53595434                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.535954                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               1.865831                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       139312789                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                    22196                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      121307471                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                  37617                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined             28913920                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined          97039159                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                 109                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples            53518982                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               2.266625                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.909272                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                  10801197     20.18%     20.18% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                  11423071     21.34%     41.53% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                  10716416     20.02%     61.55% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                   7236454     13.52%     75.07% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                   5979876     11.17%     86.24% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                   3262459      6.10%     92.34% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                   2656239      4.96%     97.30% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                    973187      1.82%     99.12% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                    470083      0.88%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total              53518982                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                  729403     55.94%     55.94% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                      1      0.00%     55.94% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                       0      0.00%     55.94% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                     0      0.00%     55.94% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                     0      0.00%     55.94% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                     0      0.00%     55.94% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMult                    0      0.00%     55.94% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMultAcc                 0      0.00%     55.94% # attempts to use FU when none available (Count)
