
---------- Begin Simulation Statistics ----------
simSeconds                                   0.040325                       # Number of seconds simulated (Second)
simTicks                                  40324866500                       # Number of ticks simulated (Tick)
finalTick                                 40324866500                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    196.45                       # Real time elapsed on the host (Second)
hostTickRate                                205265750                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     707316                       # Number of bytes of host memory used (Byte)
simInsts                                    100000004                       # Number of instructions simulated (Count)
simOps                                      100004120                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   509030                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     509051                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                         80649735                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.806497                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               1.239930                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       107761841                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                   909403                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      104765084                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                  43616                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined              8667063                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined           6820284                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved               18112                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples            80587817                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               1.300011                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.717495                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                  36798343     45.66%     45.66% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                  19166440     23.78%     69.45% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                   8357743     10.37%     79.82% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                   6305522      7.82%     87.64% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                   4435750      5.50%     93.15% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                   2746024      3.41%     96.55% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                   1554354      1.93%     98.48% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                    621780      0.77%     99.25% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                    601861      0.75%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total              80587817                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                  393670     20.98%     20.98% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                   4055      0.22%     21.20% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                     353      0.02%     21.22% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                     0      0.00%     21.22% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                     0      0.00%     21.22% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                     0      0.00%     21.22% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMult                   77      0.00%     21.22% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMultAcc                 0      0.00%     21.22% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatDiv                     0      0.00%     21.22% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMisc                31980      1.70%     22.93% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatSqrt                    0      0.00%     22.93% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdAdd                      0      0.00%     22.93% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdAddAcc                   0      0.00%     22.93% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdAlu                      0      0.00%     22.93% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdCmp                      0      0.00%     22.93% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdCvt                      0      0.00%     22.93% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdMisc                     0      0.00%     22.93% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdMult                     0      0.00%     22.93% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdMultAcc                  0      0.00%     22.93% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdMatMultAcc               0      0.00%     22.93% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdShift                    0      0.00%     22.93% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdShiftAcc                 0      0.00%     22.93% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdDiv                      0      0.00%     22.93% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdSqrt                     0      0.00%     22.93% # attempts to use FU when none available (Count)
