
---------- Begin Simulation Statistics ----------
simSeconds                                   0.039940                       # Number of seconds simulated (Second)
simTicks                                  39940493000                       # Number of ticks simulated (Tick)
finalTick                                 39940493000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    192.36                       # Real time elapsed on the host (Second)
hostTickRate                                207631821                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     709360                       # Number of bytes of host memory used (Byte)
simInsts                                    100000004                       # Number of instructions simulated (Count)
simOps                                      100004120                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   519853                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     519874                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                         79880988                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.798810                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               1.251862                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       107755974                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                   909384                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      104759001                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                  43377                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined              8661177                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined           6817490                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved               18093                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples            79821765                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               1.312411                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.721931                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                  36088334     45.21%     45.21% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                  19096263     23.92%     69.13% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                   8351050     10.46%     79.60% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                   6323706      7.92%     87.52% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                   4433817      5.55%     93.07% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                   2747455      3.44%     96.52% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                   1555050      1.95%     98.46% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                    622043      0.78%     99.24% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                    604047      0.76%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total              79821765                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                  393168     20.90%     20.90% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                   4055      0.22%     21.12% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                     347      0.02%     21.14% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                     0      0.00%     21.14% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                     0      0.00%     21.14% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                     0      0.00%     21.14% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMult                   69      0.00%     21.14% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMultAcc                 0      0.00%     21.14% # attempts to use FU when none available (Count)
