
---------- Begin Simulation Statistics ----------
simSeconds                                   0.044544                       # Number of seconds simulated (Second)
simTicks                                  44543520000                       # Number of ticks simulated (Tick)
finalTick                                 44543520000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    219.37                       # Real time elapsed on the host (Second)
hostTickRate                                203050158                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     717300                       # Number of bytes of host memory used (Byte)
simInsts                                    100000004                       # Number of instructions simulated (Count)
simOps                                      100004120                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   455846                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     455865                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                         89087043                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.890870                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               1.122498                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       120565146                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                   972590                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      113737190                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                  95540                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined             21533557                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined          14150406                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved               81300                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples            89028991                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               1.277530                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.722346                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                  42156772     47.35%     47.35% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                  20187891     22.68%     70.03% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                   8683828      9.75%     79.78% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                   6971163      7.83%     87.61% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                   4774785      5.36%     92.97% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                   3311704      3.72%     96.69% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                   1597064      1.79%     98.49% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                    738162      0.83%     99.32% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                    607622      0.68%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total              89028991                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                  320624     16.79%     16.79% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                   4055      0.21%     17.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                      17      0.00%     17.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                     0      0.00%     17.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                     0      0.00%     17.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                     0      0.00%     17.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMult                   86      0.00%     17.01% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMultAcc                 0      0.00%     17.01% # attempts to use FU when none available (Count)
