
---------- Begin Simulation Statistics ----------
simSeconds                                   0.027565                       # Number of seconds simulated (Second)
simTicks                                  27565093500                       # Number of ticks simulated (Tick)
finalTick                                 27565093500                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    210.02                       # Real time elapsed on the host (Second)
hostTickRate                                131250282                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     764416                       # Number of bytes of host memory used (Byte)
simInsts                                    100000005                       # Number of instructions simulated (Count)
simOps                                      110833155                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   476146                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     527728                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                         55130188                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.551302                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               1.813888                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       142388052                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                    20880                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      123033747                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                  49940                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined             31575744                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined         103666419                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                  52                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples            55051958                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               2.234866                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.908178                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                  11375307     20.66%     20.66% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                  11866047     21.55%     42.22% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                  11134617     20.23%     62.44% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                   7318847     13.29%     75.74% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                   6024221     10.94%     86.68% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                   3342207      6.07%     92.75% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                   2334443      4.24%     96.99% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                   1122804      2.04%     99.03% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                    533465      0.97%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total              55051958                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                  740973     59.39%     59.39% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                      0      0.00%     59.39% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                       0      0.00%     59.39% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                     0      0.00%     59.39% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                     0      0.00%     59.39% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                     0      0.00%     59.39% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMult                    0      0.00%     59.39% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMultAcc                 0      0.00%     59.39% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatDiv                     0      0.00%     59.39% # attempts to use FU when none available (Count)
