
---------- Begin Simulation Statistics ----------
simSeconds                                   0.038695                       # Number of seconds simulated (Second)
simTicks                                  38694518500                       # Number of ticks simulated (Tick)
finalTick                                 38694518500                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    189.48                       # Real time elapsed on the host (Second)
hostTickRate                                204217174                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     726772                       # Number of bytes of host memory used (Byte)
simInsts                                    100000004                       # Number of instructions simulated (Count)
simOps                                      100004120                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   527768                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     527789                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                         77389039                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.773890                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               1.292173                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       103344735                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                   908240                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      102617631                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                  19617                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined              4248794                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined           2791201                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved               16949                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples            77331637                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               1.326981                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.721290                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                  34218439     44.25%     44.25% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                  18946910     24.50%     68.75% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                   8403478     10.87%     79.62% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                   6151201      7.95%     87.57% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                   4207767      5.44%     93.01% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                   2655151      3.43%     96.45% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                   1522403      1.97%     98.41% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                    641383      0.83%     99.24% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                    584905      0.76%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total              77331637                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                  391254     21.64%     21.64% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                   4055      0.22%     21.86% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                     728      0.04%     21.90% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                     0      0.00%     21.90% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                     0      0.00%     21.90% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                     0      0.00%     21.90% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMult                   76      0.00%     21.91% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMultAcc                 0      0.00%     21.91% # attempts to use FU when none available (Count)
