
---------- Begin Simulation Statistics ----------
simSeconds                                   0.034381                       # Number of seconds simulated (Second)
simTicks                                  34381203000                       # Number of ticks simulated (Tick)
finalTick                                 34381203000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    271.84                       # Real time elapsed on the host (Second)
hostTickRate                                126477561                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     643092                       # Number of bytes of host memory used (Byte)
simInsts                                    100000000                       # Number of instructions simulated (Count)
simOps                                      100004116                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   367868                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     367883                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                         68762408                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.687624                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               1.454283                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       104494329                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                   216458                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      102705133                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                  42450                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined              4706587                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined           3558647                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                5832                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples            68642194                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               1.496239                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.622885                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                  22402253     32.64%     32.64% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                  21284050     31.01%     63.64% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                   9375888     13.66%     77.30% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                   7013164     10.22%     87.52% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                   4409006      6.42%     93.94% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                   2075836      3.02%     96.97% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                   1242417      1.81%     98.78% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                    556531      0.81%     99.59% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                    283049      0.41%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total              68642194                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                  293020     13.07%     13.07% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                   4055      0.18%     13.25% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                    1359      0.06%     13.31% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                     0      0.00%     13.31% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                     0      0.00%     13.31% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                     0      0.00%     13.31% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMult                 3002      0.13%     13.45% # attempts to use FU when none available (Count)
